user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,cleaned_text,sentiment,topic,misinformation_label
ActivistBowen,Hong Kong,"person, web writer, dissident, son, brother, friend; NOT a 1-man show; RTs = IMPORTANCE, NOT NECESSARILY ENDORSEMENTS; REASONABLENESS over loyalty",2011-06-08 20:17:01,3219,4007,4254,False,2020-08-17,"23101 new cases: hashtag THREE (LITTLE-NO SOCIAL DISTANCING) (August 17, 2020; 10:59 HKT) #COVID2019 #COVID19 #BRAZIL","['COVID2019', 'COVID19', 'BRAZIL']",Twitter Web App,False,23101 new cases hashtag three little social distancing august 17 2020 10 59 hkt,NEGATIVE,4,unverified claim
Najy Benhassine (Stay Safe),"Islamabad, Pakistan",World Bank Country Director for #Pakistan,2020-07-30 22:08:02,3135,108,4,True,2020-08-12,"As #COVID19 cases in #SouthAsia increase exponentially, the @WorldBank's support to the region has grown to over $4… https://t.co/cSOzkxj3XV","['COVID19', 'SouthAsia']",Twitter Web App,False,cases increase exponentially support region grown 4,POSITIVE,4,true information
Make Australia Right Again,The Political Right Down Under,Time To Fight Back Against The Left and their Green/ Red agenda. I love democracy + freedom. Make Australia Right Again! #auspol,2018-03-12 02:24:28,133,145,0,False,2020-08-04,@TT59394759 @JennyMikakos @DanielAndrewsMP @VictorianLabor #COVID19 wouldn't have gotten into aged care and spread… https://t.co/x45e5M95FZ,['COVID19'],Twitter Web App,False,gotten aged care spread,NEGATIVE,50,unverified claim
Health News Florida,"Tampa, FL","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",2009-02-13 19:36:57,6641,4332,74,False,2020-07-29,"LISTEN: Not only is this predicted to be one of the hottest summers on record, but the #coronavirus is exacerbating… https://t.co/jJWQaP4STE",['coronavirus'],TweetDeck,False,listen predicted one hottest summers record exacerbating,NEGATIVE,207,true information
"Dana Philipps, PhD 🧬 🔍 👩‍🏫",Jersey,"Biology/Forensic #sci geek, professional teenager wrangler, & sleep-deprived mama. #scicomm #edu",2009-02-22 15:11:39,348,1003,14709,False,2020-08-01,#MedTwitter: So if someone claimed that their friend recovered from #COVID19 in 3 days (after getting hydroxychloro… https://t.co/BwKGJoSlfB,"['MedTwitter', 'COVID19']",Twitter Web App,False,someone claimed friend recovered 3 days getting hydroxychloro,NEGATIVE,53,unverified claim
GBC,,Michigan #GoBlue| New England #Patriots| #TB12| Huge Tiger Woods Fan #TW  Born and raised in Kenya. USA is Home.,2010-06-14 03:50:19,2589,488,8217,False,2020-07-31,All these celebrities linked to child trafficking need to be the ones COVID19 vaccines are tested on. Not animals!!! #Moderna #COVID19,"['Moderna', 'COVID19']",Twitter for iPhone,False,celebrities linked child trafficking need ones covid19 vaccines tested animals,NEGATIVE,3,unverified claim
Chip Odina.,"London, UK. / West Africa",Fashion Designer/ https://t.co/DnMak6uQKn / Creative Director Nigeria Fashion Council & Nigeria Fashion Week/Activist.,2009-02-12 20:59:12,171,181,2467,False,2020-07-25,Tropical Storm Hanna bearing down on area of Texas already devastated by coronavirus https://t.co/AL8jiCrcEV This s… https://t.co/4eR6QL651a,,Twitter Web App,False,tropical storm hanna bearing area texas already devastated coronavirus,NEGATIVE,5,true information
Olutosin  Otekunrin,"Ibadan, Nigeria",An Agricultural Economist and Agricultural education expert.#certified @publons academy peer reviewer and Publons academy mentor.,2017-10-13 00:06:59,102,575,720,False,2020-08-09,My article is featured on the @ResearchGate #COVID19 community page. Read it here:  https://t.co/9KwS4LTIKp,['COVID19'],Twitter for Android,False,article featured community page read,POSITIVE,310,true information
🌊Mr Bungle's Spleen🌊 (Venting Since 1977) 😈,"The 8th Dimension, UK","Writer (unpublished), comic (unseen), musician (unsigned) and professional (amateur)

Friend to All (Except Dickheads)

#BLM #Biden2020 #Resistance #FBR",2010-04-14 16:24:38,2034,2983,17667,False,2020-07-31,@EricTrump Great numbers!! #COVID19 💀💀💀 https://t.co/tYXsgfD0rf,['COVID19'],Twitter Web App,False,great numbers,POSITIVE,105,true information
David Neal,"Now, here. Later, not here.",Journalist since 1986. Walking non-sequitur. I have many lanes. Retweets aren't endorsements. You read me more than you likely realize. #ReadLocal #LocalNews,2009-05-29 20:51:15,3877,1199,4732,False,2020-08-02,"More hand sanitizers recalled as possibly ‘toxic.’ The FDA’s Do-Not-Use List now over 100.
Tough day for ⁦@kroger⁩.… https://t.co/U0rf1KfmnW",,Twitter for iPhone,False,hand sanitizers recalled possibly toxic fda use list 100 tough day,NEGATIVE,155,unverified claim
Anthony Singleton,,"Husband, Brother, Son and Commentator",2015-08-10 22:09:28,6,42,222,False,2020-07-26,...in the fourth quarter of 2020. The vaccine would be available to the American people at no cost. As is customary… https://t.co/Ztwz5QMwgH,,Twitter Web App,False,fourth quarter 2020 vaccine would available american people cost customary,NEGATIVE,3,true information
Alcohol Awareness,Greater Vancouver,"JMF Research BC-Specializing in Alcohol ,Community Public Health and Safety advocate Retired Fire Chief,Musician(Keyboard Player)etc.",2011-11-05 02:21:51,8824,6572,281010,False,2020-07-30,"@elizadushku Kudos for Dr Fauci,the US surgeon General for also urging American's for their health and wellbeing,in… https://t.co/BWr13x2mu5",,Twitter Web App,False,kudos dr fauci us surgeon general also urging american health wellbeing,POSITIVE,20,true information
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,473,1,0,False,2020-08-08,"17 new cases in Norway 

[14:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,17 new cases norway 14 46 gmt,POSITIVE,85,true information
sakshi Arokar (Honey) 🐶Dog Lover❤,"India,Amravati","☺ढोलाचा ठोका..
भीडतो रसिकांच्या काळजाला..
वाढेल जेव्हा ठोका काळजाचा..
तेव्हा म्हणा हा वादक ढोलताशाचा.❤#कट्टरवादक #marathimulagi #MH27 #Amravatikar❤My Insta ID👇",2020-07-28 05:16:25,4,27,33,False,2020-08-14,Amravati blood donation camp in Irwin Hospital #COVID19 #satyhome #satysafe #amravatikar #MH27 #Twitter https://t.co/U8OxcSQGZk,"['COVID19', 'satyhome', 'satysafe', 'amravatikar', 'MH27', 'Twitter']",Twitter for Android,False,amravati blood donation camp irwin hospital,NEGATIVE,110,true information
Jessica,Canada,,2017-09-12 03:29:04,57,278,5689,False,2020-07-29,@jkwan_md Indoor dining equals higher transmission. Right . No masks indoor at a bar . When your eating indoors . D… https://t.co/XXpBBK1ljj,,Twitter for iPhone,False,indoor dining equals higher transmission right masks bar eating indoors,POSITIVE,111,true information
OK! Magazine USA,New York City,IG: @OKMagazine | #AlwaysTrending | Snapchat: OKMagazine,2008-04-10 18:42:29,462270,4108,979,True,2020-08-18,#KUWTK krew takes on #COVID19. https://t.co/AQmFzj388H,"['KUWTK', 'COVID19']",Sprout Social,False,krew takes,NEGATIVE,57,unverified claim
MakeAmericaSaneAgain 😷,United States,Never been asked to take a dementia test. Undefeated against ramps & umbrellas. Can drink a glass of anything with two fingers. #BlackLivesMatter #Biden2020,2017-07-29 15:02:32,1207,1940,20474,False,2020-07-25,"@TLC3Publishing Who is “they”?

Trump said maybe 15 Americans would get #COVID19, that it was a “hoax,” and that it… https://t.co/hWn4o6JDfx",['COVID19'],Twitter for iPhone,False,trump said maybe 15 americans would get hoax,NEGATIVE,40,unverified claim
Alexander Horuzin | Александр Хорузин,"Amsterdam, The Netherlands","NOW IS THE FUTURE. CEO MAKEITISI Founder of https://t.co/MQGUoqVpAT & ISI AI, https://t.co/OIViOLIXA1 Foundation standing for equality  & empowering disabled people.",2018-10-10 21:21:46,10,118,42,False,2020-08-22,"Re #cosmpolitics and desperate search for #vaccine against #covid19 virus 🦠 
Did any laboratory made clinical trial… https://t.co/3U13SKJf2Z","['cosmpolitics', 'vaccine', 'covid19']",Twitter for iPhone,False,desperate search virus laboratory made clinical trial,NEGATIVE,8,unverified claim
Alim Shevliakov,"Kyiv, Ukraine",,2014-01-08 07:39:38,9666,10180,1343,False,2020-08-02,"The Protective Power of PEA and the Immune System  
Use the AYI3120 Reward code and receive a discount.… https://t.co/uZ97nAomAm",,Twitter Web App,False,protective power pea immune system use ayi3120 reward code receive discount,NEGATIVE,77,true information
mangeshreddy,,"Social interaction with people, being kind, love for my haters 🤘🏽🤘🏽🤘🏽🤘🏽",2020-04-11 11:57:16,20,153,25,False,2020-07-27,The nly reason fr the spread of this deadly #covid19 corona virus in #india 🇮🇳 is bcoz of #media… https://t.co/4XqjsD9io5,"['covid19', 'india', 'media']",Twitter for iPhone,False,nly reason fr spread deadly corona virus bcoz,NEGATIVE,5,unverified claim
TOI Bhubaneswar,,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,2017-06-19 11:50:31,9491,13,316,True,2020-08-09,"1,734 test positive for #covid19 in Odisha; tally rises to 45,927

#cautionyespanicno 
#CoronaVirusOutbreak","['covid19', 'cautionyespanicno', 'CoronaVirusOutbreak']",TweetDeck,False,1 734 test positive odisha tally rises 45 927,NEGATIVE,225,true information
Gry Hasselbalch,,Cofounder https://t.co/dN4b66chTW. Vice chair IEEE P7006. Author https://t.co/r5Wzt95dy9. EU High-Level Expert Group on AI. #dataethics #AIethics #power,2009-03-23 12:17:04,3314,1413,6106,False,2020-08-11,"This is a little shout out to my own technologically advanced country Denmark: Yes, we can use technology in the fi… https://t.co/HHJpDthCNF",,Twitter Web App,False,little shout technologically advanced country denmark yes use technology fi,POSITIVE,23,true information
"Patricia A. Garrison, Founder",USA,"Helping Moms Achieve their Dreams & Goals in Business since January 2006 / Owner of ""Gifts Goodies & Decor"" https://t.co/C2azMEfu0o",2020-04-22 20:13:03,263,678,4481,False,2020-08-18,"List of Upcoming &amp; Past #Webinars, #Chats, #Events, #Workshops for #Business #Owners &amp; #Employers per to #COVID19 (… https://t.co/4iIWbkpbEw","['Webinars', 'Chats', 'Events', 'Workshops', 'Business', 'Owners', 'Employers', 'COVID19']",Twitter Web App,False,list upcoming amp past per,NEGATIVE,1,true information
TimeTravelingTipi🖤❤️💛💟,Mount Rushmore ,"Oglala Lakota Native American.
""The Difficult Indian Problem."" - General Miles 1890
Governor Kristi Noem of South Dakota please,
#honorthetreaties, thank you.",2019-05-07 14:20:19,197,50,6229,False,2020-08-08,"@AynRandPaulRyan they have no consideration for the Native Americans that are still alive today, disease killed off… https://t.co/g8qpjnOkrI",,Twitter Web App,False,consideration native americans still alive today disease killed,NEGATIVE,160,true information
Kerry Brown,,"PTSD Warrior, Fibro butterfly, LGBTQ+ ally and socialist ❤❤❤",2014-01-17 16:25:42,1537,3037,32234,False,2020-08-22,Not got my head into gear regarding Rudi's school uniform for next month and honestly the thought of him going whil… https://t.co/kFFmp1sFET,,Twitter for Android,False,got head gear regarding rudi school uniform next month honestly thought going whil,NEGATIVE,162,true information
Rama,From Mumbai. Now in Chennai.,"Associate Editor, The New Indian Express (TNIE). Head the City Express edition for Chennai.",2009-05-13 05:50:08,816,750,698,False,2020-08-17,"Photographers &amp; their muses, grounded at home, are using video-calls, FaceTime to take a shot at virtual… https://t.co/xz3KUJQcdm",,Twitter for iPhone,False,photographers amp muses grounded home using video calls facetime take shot virtual,NEGATIVE,1,unverified claim
UN SDG Action Campaign,Worldwide,"We connect, inspire, and mobilize the 🌍 movement taking action #ForPeopleForPlanet - #GlobalGoals #SolidarityinAction #SDGAwards #MYWorld360",2009-03-05 20:25:47,115079,3897,7509,True,2020-08-09,Indigenous Peoples are responding to the threat of #COVID19 with traditional knowledge &amp; practices. What solutions… https://t.co/zesB6bOLRk,['COVID19'],Hootsuite Inc.,False,indigenous peoples responding threat traditional knowledge amp practices solutions,NEGATIVE,1,true information
bklyn923,Brooklyn,bitter nyc transit commuter,2009-01-05 18:39:13,375,1188,8384,False,2020-08-06,@R67Girl @housing4allNY Stop breaking into ppls offices and putting them in danger of covid. Protest outside. #COVID19,['COVID19'],Twitter for Android,False,stop breaking ppls offices putting danger covid protest outside,NEGATIVE,19,unverified claim
Stephanie Robinson,"Bardstown, KY","Performing Arts Leader, Moore House Steward, Professional Learner with @wildcats_LEAD.
Your hype (wo)man. 2019 4th Dis. Mid School Music Director of the Year.",2015-10-07 20:28:24,119,266,2203,False,2020-08-08,We need @senatemajldr and the Senate to pass the #HEROESact and give Americans across the country a #COVID19 relief… https://t.co/MDBP2KVkqi,"['HEROESact', 'COVID19']",Twitter for iPhone,False,need senate pass give americans across country relief,POSITIVE,192,true information
DoTale,Kolkata,"Online Food Mart and Delivery Service at Your Doorstep.
Your own local bazaar, at your fingertip.
Free, Fast & Fresh Deliveries.",2020-05-10 07:42:47,0,0,0,False,2020-08-30,"From now your market responsibility is ours - DoTale

#DoTale #KMDassSolutions #COVID19 #sanitize #disinfectant… https://t.co/mIIxHOv06W","['DoTale', 'KMDassSolutions', 'COVID19', 'sanitize', 'disinfectant']",Twitter Web App,False,market responsibility dotale,NEGATIVE,23,true information
Jason Mombourquette,Ottawa,I'm a father of two who loves the company of good friends and loved ones with good food and wine. A dedicated public servant and part time java instructor.,2012-11-04 19:04:15,237,474,2171,False,2020-08-22,Disappointed to see how many Canadians feel that the COVID app is something nefarious tracking their every movement… https://t.co/F1Y1G0A7ZG,,Twitter for iPhone,False,disappointed see many canadians feel covid app something nefarious tracking every movement,NEGATIVE,16,unverified claim
Ian Campbell,"Wirral, Merseyside","Doctor, statistician:  DIY covid-19 international and UK charts at https://t.co/kFJGUZp2j3; 
analyses at https://t.co/6IhVDL4hFc.",2012-07-14 09:12:22,1299,273,1483,False,2020-07-31,"1/2. The chart shows the latest reported cases of #covid19 for the England regions.
Since 9 July, the England total… https://t.co/LHSxPJAS0r",['covid19'],Twitter Web App,False,1 2 chart shows latest reported cases england regions since 9 july total,POSITIVE,157,true information
"andi | Convict Trump, Barr. Protect Fauci.",TX,"Dogs, #ML, AI, sunny days. #TeamBeto #Scholten4Iowa #DougJones. IAHawkeye ➡️ #TexasResistance. Beto Senate Yard Sign Gallery: https://t.co/2a8Zmx6i7y",2018-09-30 02:29:16,6724,6996,31636,False,2020-07-26,@SkidonenkoForTX @stateoflynn How much is Chip paying his canvassers?  And does he give them health insurance and l… https://t.co/Lw0uh6F9fG,,Twitter for iPhone,False,much chip paying canvassers give health insurance l,POSITIVE,262,true information
