user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
Health News Florida,"Tampa, FL","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",2009-02-13 19:36:57,6641,4332,74,False,2020-07-29,"LISTEN: Not only is this predicted to be one of the hottest summers on record, but the #coronavirus is exacerbating… https://t.co/jJWQaP4STE",['coronavirus'],TweetDeck,False,true information,listen predicted one hottest summers record exacerbating
Jennifer Fielding,,"Civil serpent, reader, thinker, mom, public education supporter, political junkie, avid consumer of media and current events",2013-11-23 20:39:40,140,390,15,False,2020-08-16,Thread from Dr Zoe Hyde on #covidtoes and #covid19 in children - still so many unknowns #bced #UnsafeSeptember… https://t.co/t4x7uHzdV6,"['covidtoes', 'covid19', 'bced', 'UnsafeSeptember']",Twitter for Android,False,unverified claim,thread dr zoe hyde children still many unknowns
billyshakes1561,,,2018-09-07 20:25:48,15,125,27,False,2020-07-25,@MrOlmos @maddow Real warrior standing up for #america not @realDonaldTrump brown shirt @DHS_Wolf @DHSgov making Ru… https://t.co/2GbTZfOimc,['america'],Twitter for iPhone,False,true information,real warrior standing brown shirt making ru
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,475,1,0,False,2020-08-09,"175 new cases in Singapore 

[8:48 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,true information,175 new cases singapore 8 48 gmt
Thomas Coombs,"Leeds, England","One of Yorkshire’s oldest and most respected firms of Chartered #Accountants, #Tax and #Business Advisers. 

#since1878",2014-05-10 13:18:03,63,57,10,False,2020-08-17,"#RishiSunak reopens support scheme for #selfemployed

https://t.co/tGfvSxxSgp

#SEISS #COVID19 https://t.co/8Xx54hajR5","['RishiSunak', 'selfemployed', 'SEISS', 'COVID19']",Hootsuite Inc.,False,true information,reopens support scheme
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17407,3,2,True,2020-08-17,"🖋 Sign “Authorize COVID-19 Rapid Testing” and I’ll deliver a copy to your officials: https://t.co/twhsozTwHV

📨 No.… https://t.co/vaB7Bea0b7",,Resistbot Open Letters,False,true information,sign authorize covid 19 rapid testing deliver copy officials
DCJain Real Estate,Gurgaon,"DC Jain Real estate is a leading real estate agent in Gurugram. we deal in residential, commercial and all other types of property.",2012-11-26 06:26:31,4205,3267,1930,False,2020-07-28,"Conscient Heritage Max
Gurugram Sector 102...

We are here to help you always
Call Us Now:- +91-9953819977

Web:-… https://t.co/QRjVd0ku72",,Twitter Web App,False,true information,conscient heritage max gurugram sector 102 help always call us 91 9953819977 web
Jireh Servants,$,"Desiring to heed Revelation 3:18, the only counsel of The Amen in the Bible. The corruptible flesh to be incorruptible, 1 Thessalonians 5:24.",2013-03-22 04:22:50,228,0,252,False,2020-08-30,"Best Preparation to be Truly Successful after the Pandemic, The e World, SEE: https://t.co/VePDSKKXj6 #eWorld #4IR… https://t.co/OadSULNJKe","['eWorld', '4IR']",Twitter Web App,False,true information,best preparation truly successful pandemic e world see
VOD News | វីអូឌី ព័ត៌មាន,Cambodia,VOD English | Cambodia's News in English | KH: https://t.co/L5nGaMerij | EN: https://t.co/Nub4oB4Vud,2019-09-11 09:50:09,2511,36,72,True,2020-07-25,"The Health Ministry on Saturday reported 23 new #COVID19 cases and one recovery, bringing #Cambodia's total coronav… https://t.co/vqhSi5b7Pd","['COVID19', 'Cambodia']",TweetDeck,False,true information,health ministry saturday reported 23 new cases one recovery bringing total coronav
Adrienne G 😷🏠🧴🧼,"Hertfordshire & Wiltshire, UK","Travelbug, cyclist and bookaholic. Like dogs too.",2009-04-07 18:31:04,298,2041,7043,False,2020-08-22,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/v5JaJFbRlk",['COVID19'],Twitter for iPad,False,true information,help slow spread identify risk cases sooner self reporting symptoms daily even
🌊🌊Imajicka🌊🌊#Biden2020,Eastern United States,Scorpio. Lover of cats. Reader of books. They/Them #Witch #Pagan #Magick #Resist #VoteBlue #WearAMask #trumpVirus #Biden2020 #TeamJustice #Gestapotrump,2019-06-04 06:53:54,10138,10543,3771,False,2020-08-11,https://t.co/ZynfJKNSCp #resist #trumpvirus #covid19 Until the GOP are removed from office &amp; trump is secure in a j… https://t.co/uBxjEt50Ua,"['resist', 'trumpvirus', 'covid19']",Twitter Web App,False,unverified claim,gop removed office amp trump secure j
UN Women Arabic,Arab States,"هيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة تعمل لدعم احتياجات المرأة والفتاة حول العالم.  @UN_Women 
Regional Office for the Arab States",2015-03-20 17:35:53,28635,1240,7576,True,2020-08-12,"On Intl #YouthDay, feminist advocate @marwaazelmat,
 from #Morocco reflects on the implications of #COVID19 on gend… https://t.co/CpDHDtSne8","['YouthDay', 'Morocco', 'COVID19']",Twitter Web App,False,unverified claim,intl feminist advocate reflects implications gend
Dan O'Neill,Co. Limerick ,"Action Through #Education • Love #Music, #EmploymentRelations, #HumanRights, #History, #Culture, #Nature, #Family • MA in #PublicAffairs • Insta: danloneill",2009-07-20 13:38:46,8134,4869,18046,False,2020-08-18,Churches &amp; other places of worship play an incredibly important role in giving many people (particularly older peop… https://t.co/KAAa8HBXYX,,Twitter for iPhone,False,true information,churches amp places worship play incredibly important role giving many people particularly older peop
Paula Marttila,,“All that is necessary for the triumph of evil is that good men do nothing”: E. Burke. #WomenInTech #MeToo #GenderEquality #Democracy 🇫🇮 🇸🇪,2008-08-17 20:40:17,4417,1076,798,False,2020-08-22,🇸🇪 Tegnell @Folkhalsomynd #HerdImmunity emails showcase how it was focused on no-lockdown strategy despite well awa… https://t.co/FOXdFZ3VQH,['HerdImmunity'],Twitter Web App,False,true information,tegnell emails showcase focused lockdown strategy despite well awa
Matt 4 EFTA 🇳🇴 🇮🇸 🇨🇭 🇱🇮🇬🇧,UK,Roman Catholic fan of death metal and Star Wars.   #basicincome #UBI #noshoesinthehouse #EFTA  🇽🇰 🇺🇦 🇹🇼,2018-04-16 17:00:20,2776,4995,167536,False,2020-08-04,How many Covid diagnoses are false positives? #COVID19 https://t.co/mRyopx5Ddh via @spectator,['COVID19'],Twitter for Android,False,misinformation,many covid diagnoses false positives via
ActivistBowen,Hong Kong,"person, web writer, dissident, son, brother, friend; NOT a 1-man show; RTs = IMPORTANCE, NOT NECESSARILY ENDORSEMENTS; REASONABLENESS over loyalty",2011-06-08 20:17:01,3219,4007,4254,False,2020-08-17,"23101 new cases: hashtag THREE (LITTLE-NO SOCIAL DISTANCING) (August 17, 2020; 10:59 HKT) #COVID2019 #COVID19 #BRAZIL","['COVID2019', 'COVID19', 'BRAZIL']",Twitter Web App,False,unverified claim,23101 new cases hashtag three little social distancing august 17 2020 10 59 hkt
covidnews.ch,Switzerland,"Coronavirus Statistics, Information & News",2020-03-21 16:13:52,352,1882,148,False,2020-07-26,"#CoronaInfoCH #COVID19 #corona #ireland 
Gardaí ‘confused’ about policing of pubs, s...
https://t.co/wMhCpFJR5H","['CoronaInfoCH', 'COVID19', 'corona', 'ireland']",FS Poster,False,misinformation,garda confused policing pubs
Star&Crescent,"Portsmouth, UK",Pompey people have a lot to say. We give them somewhere to say it. #Hyperlocal #SocEnt serving news and views to #Portsmouth.,2015-02-16 17:13:17,1849,2025,4207,False,2020-07-26,'Corona Warspeak has had serious consequences for the social and individual experience of the coronavirus crisis. I… https://t.co/dr9FICP1i3,,Twitter for Advertisers,False,true information,corona warspeak serious consequences social individual experience coronavirus crisis
AAP Journals,"Itasca, IL",Original Research. Compelling Commentaries. Latest News. Journals of the American Academy of Pediatrics deliver up-to-date information on childrens health care.,2013-05-05 12:58:45,4216,145,410,False,2020-08-06,"Given the size and scope of both the economic and health effects of the current #COVID19 pandemic, authors examined… https://t.co/P8lOwxffrT",['COVID19'],TweetDeck,False,true information,given size scope economic health effects current pandemic authors examined
JustMeBeingMe,,"Opinions are my own. If you wanna know more about them, please ask & we can discuss them. Answers may surprise you. ""Do what is right, because it is right.""",2015-01-07 02:26:33,689,1028,36846,False,2020-07-28,"We just want the truth. We want to know that science is not being political. We want to know our families, friends,… https://t.co/BHJGJ1WABm",,Twitter for Android,False,true information,want truth know science political families friends
Arshdeep Singh,,"PRESIDENT ALL SCHOOL AMRITSAR.
NSUI/INDIAN NATIONAL CONGRESS",2020-07-04 15:29:10,43,17,213,False,2020-08-13,"All schools/colleges are closed due to #Covid19 &amp; classes are being conducted online, so these smartphones will be… https://t.co/c6RiN615iD",['Covid19'],Twitter for Android,False,unverified claim,schools colleges closed due amp classes conducted online smartphones
Tyna Narteh,,,2016-11-06 20:31:33,1992,937,5101,False,2020-07-27,"*Update No. 14: Measures taken to combat spread of Coronavirus.*

#PresidentAkufoAddoSpeaksOnCoronavirus
#COVID19… https://t.co/IeY2kLpOLK","['PresidentAkufoAddoSpeaksOnCoronavirus', 'COVID19']",Twitter for Android,False,true information,update 14 measures taken combat spread coronavirus
"Tatiana Prowell, MD","Baltimore, MD","Oncologist #JohnsHopkins & #FDA serving ppl w/ cancer in clinic, #MedEd, #DrugDevelopment, #policy, & #COVID19. #ASCO20 Ed Chair. #OslerPride #NavyWife #bcsm",2009-11-02 16:05:48,23198,5364,54846,True,2020-08-01,"""We refuse to sit by idly while our colleagues in other districts prepare for the school yr by making wills &amp; writi… https://t.co/dVxBPZk2Vs",,Twitter for iPhone,False,true information,refuse sit idly colleagues districts prepare school yr making wills amp writi
Elihu Hernandez,"San Francisco, Ca","Stand-up comedian kinda person,2016 Hot dog eating champ of @SFGiants unemployed actor, non vegetarian, amateur astronomer, and a very bad juggler",2007-03-28 06:17:24,403,444,24938,False,2020-08-01,"@SethMacFarlane I've come to the conclusion that those who think #COVID19 is a ""hoax"" are the same ones who think… https://t.co/cJQshoOY1B",['COVID19'],Twitter Web App,False,unverified claim,come conclusion think hoax ones
Apple Daily HK 蘋果日報,Hong Kong,The most outspoken pro-democracy media in #HongKong. Founded by @JimmyLaiApple in 1995. English edition: https://t.co/lJtC6vQWKe App: https://t.co/WTTzlrDCtd,2009-09-02 05:15:28,452215,8,63,True,2020-07-28,"The #COVID19 pandemic was caused by the #CCP’s mistakes and its natural inclination to cover up problems, said Japa… https://t.co/7jJipYkksN","['COVID19', 'CCP']",TweetDeck,False,unverified claim,pandemic caused mistakes natural inclination cover problems said japa
Jason,Ontario,"When your cat has more baking soda than Ninja Turtles but your too punk to care. Gamer, Frisbee and sunshine these are a few of my favorite things. Metal!",2011-12-21 04:41:30,128,163,6000,False,2020-08-10,Now this is funny. #COVID19 https://t.co/P5RhSAYegu,['COVID19'],Twitter for Android,False,unverified claim,funny
Julian Kendall,Abu Dhabi,"'Every passing minute is another chance to turn it all around' Cowardice is the most terrible of vices - red pill. 'Plus ça change, plus c'est la même chose'",2009-03-30 03:21:06,829,4996,45760,False,2020-08-11,@hula_grl In our neck of the woods Female Leadership is excelling in dealing with #COVID19. When comparing Australi… https://t.co/tYTRglCz9V,['COVID19'],Twitter Web App,False,true information,neck woods female leadership excelling dealing comparing australi
Naresh D Koka,"Chicago, U.S.A","Alliance Lead US @ @valorem ► Digital Evangelist, Road Cyclist, Husband, Father, Tech Enthusiast. #DigitalNative",2009-01-05 09:32:13,290,883,268,False,2020-08-22,"""Remote working is no longer a nice-to-have — it's a business necessity."" https://t.co/BsJwzmpFqy

forrester… https://t.co/wCBhkTSAy7",,Microsoft Power Platform,False,true information,remote working longer nice business necessity forrester
Gulf Daily News,Bahrain,Leading English Daily Newspaper published from Kingdom of Bahrain,2010-02-25 09:22:18,23504,103,8,True,2020-08-04,"The World Health Organisation warned yesterday that, despite strong hopes for a vaccine, there might never be a “si… https://t.co/weyVzF0TTA",,TweetDeck,False,unverified claim,world health organisation warned yesterday despite strong hopes vaccine might never si
Gry Hasselbalch,,Cofounder https://t.co/dN4b66chTW. Vice chair IEEE P7006. Author https://t.co/r5Wzt95dy9. EU High-Level Expert Group on AI. #dataethics #AIethics #power,2009-03-23 12:17:04,3314,1413,6106,False,2020-08-11,"This is a little shout out to my own technologically advanced country Denmark: Yes, we can use technology in the fi… https://t.co/HHJpDthCNF",,Twitter Web App,False,true information,little shout technologically advanced country denmark yes use technology fi
Healthy Sandwell,"Sandwell, West Midlands","Healthy Sandwell is part of Sandwell Council’s public health team. Our aim is to get #Sandwell healthier and happier, and to keep people well for longer.",2014-07-31 14:15:31,1816,456,3768,False,2020-08-12,"To help stop the spread of #COVID19, avoid close contact with anyone you don't live with &amp; wash your hands regularl… https://t.co/IM4HJ3za78",['COVID19'],Twitter Web App,False,true information,help stop spread avoid close contact anyone live amp wash hands regularl
Grumbl App,Cloud,grumblin’ the latest & greatest news fetched from various sources.,2020-01-27 23:34:01,0,14,1,False,2020-08-06,"If you see people gathered in large numbers, Rhode Island wants you to call it in https://t.co/eqq1NvGVEE #rhodeIsland #COVID19","['rhodeIsland', 'COVID19']",Twitter for iPhone,False,true information,see people gathered large numbers rhode island wants call
Paperbirds_Coronavirus,,Paperbirds_coronavirus is an initiative committed to deliver unbiased daily literature updates about the COVID-19 outbreak to health care professionals,2019-11-05 15:55:40,143,3,17,False,2020-08-02,"In the news: Coronavirus Live Updates: As Cases Rise, US Officials Are at an Impasse Over Aid… https://t.co/hW4a2A33Hy",,dlvr.it,False,true information,news coronavirus live updates cases rise us officials impasse aid
